description,country,variety
"Opens with young, punchy aromas of candied raspberry and strawberry. The body is easygoing but the flavors and overall character are more complex than you might expect because Sastre only made this wine and a crianza in '08 while eschewing its high-end wines. With this youngster expect moderate size and intensity, and a full, semilong finish.",Spain,Tempranillo
"Like the barrica (barrel) in its name implies, this is a toasty wine, with vanilla, yeast and elegant white-fruit aromas. Full bodied, it has citrus and apple notes, with mild oxidation in front of the toasty finish. A classy Cava to drink now.",Spain,Macabeo
"Milk chocolate, plastic and wet dog aromas improve with airing. It's abrasive and scratchy on the palate, with blackberry and milk chocolate flavors that lead to a finish with one last dosage of milk chocolaty sweetness. This contains 15% Garnacha.",Spain,Tempranillo Blend
"This offers grassy, ashy aromas of green-leaning berry and plum fruits. It feels grabby and choppy, with berry flavors that lead to a dry, lightly herbal-tasting finish.",Spain,Monastrell
"This opens with a blast of berry fruit and a note of spice. It feels bouncy, full and healthy, with black fruits and dark spices comprising the flavor profile. The finish is short, but fruity and clean.",Spain,Tempranillo
"Saline, mineral, match stick and tropical fruit aromas define the bouquet. It feels plump but flat, with maderized flavors of white fruits that feature bitterness and not much kick. It's fleshy, remaining slightly bitter on the finish.",Spain,Albariño
"This starts with some Verdejo sweat and funk on the nose, and while those notes don't last, the bouquet doesn't improve dramatically with airing. It feels soft and basic, with melon and lettuce flavors. Falls off a bit on the finish, which tastes a bit briney.",Spain,Verdejo
"This has raisin, earth, mint and dried herb aromas. It feels narrow, but concentrated, tasting of earthy tomato, baked plum and fresh green herb. It has a solid mouthfeel, with a mildly briney finish.",Spain,Tempranillo
"A granular, horsey note is the greeting, and never does this truly find its sweet spot. The aromas are raisiny, while the palate is angular and acidic. Flavors of tomato, herb, tobacco and plum don't quite find their footing. The finish is thick and tastes of molasses, carob and herb.",Spain,Tempranillo
"Dark on the nose, with licorice notes and mildly roasted black fruit aromas. Ripe, properly sized and balanced, with lightly candied blackberry flavors leading to a smooth finish with a hint of coffee. For the price and origin, it's right on.",Spain,Tempranillo-Garnacha
"Just makes it to that next level of quality via bright, jumpy, fresh aromas and flavors of raspberry and cherry. It's a simple varietal Grenache that's bright and easy to like if you're into zesty raspberry and berry flavors uplifted by spunky acidity. Best with a little chill on the temperature.",Spain,Garnacha
"Opens with decent dusty apple and peach aromas, but they don't really hold together for long. And the palate is similar in that it offers adequate opening flavors of green apple and citrus but no improvement after that. Drink right away; it won't age well.",Spain,Sauvignon Blanc
"More soft and milky than exact or pungent, with bitterness intermixed with apple on the palate. Feels a little soft and bland for such a young Rueda white. Perfectly drinkable but uninspired.",Spain,Verdejo
"Pithy, heavy and chunky, with waxy fruit mixed with oak. The wine has a pretty good mouthfeel and balance, but it just doesn't do much in terms of aromatics or in the flavor category. Decent for a barrel fermented Viura but nothing to write home about.",Spain,White Blend
"Raisiny and baked on the nose, with a syrupy consistency to the palate. Along the way there's stewed fruit, baked blackberry pie notes and overt sweetness. Candied, ultrarich and tilting toward molasses on the finish.",Spain,Tinta de Toro
"Not a lot to latch onto here. The aromas are sharp and sweaty, while the palate feel is more dull than it should be, while flavors of melon and pickled fruits are briney.",Spain,Sauvignon Blanc
"Familiar aromas of black fruit, licorice and earth get it going, followed by saturated body weight that reaches all corners of the mouth while displaying earthy, chunky blackberry and black cherry flavors. Flush, comfortable and slightly heavy. Drink now through 2012.",Spain,Tempranillo
"From Miguel Angel de Gregorio of Finca Allende, this is a nice, thorough, creamy white with aromas of white fruits, vanilla and straw. The palate has spiced peach, apple and pear flavors, and the finish is exceedingly creamy and deep. Shows elegance and adequate power, but needs to be drunk soon.",Spain,Viura
"Good, pure, dark and teetering on powerful, with strong, rich black plum aromas. The mouth is staunch and balanced, with full dark fruit flavors of blackberry along with bitter chocolate. Solid and clean throughout. A winner in its price range.",Spain,Tempranillo
"Smooth, fresh aromas suggest apple blossoms and sea air. The palate offers a proper zesty mouthfeel, zingy acidity, natural creaminess and nice flavors of green apple, sour melon and pineapple. At the end, lemony zap and lemongrass grace the finish.",Spain,Albariño
"This is cool on the nose, with tree bark and tobacco aromas that come together well. Tannic and stout, it's not punishing, with a roasted black-fruit flavor and a backing of espresso bitterness. This shows a syrupy side and also raw power. Drink now–2018.",Spain,Tempranillo
"Jammy berry, licorice, herb and leather aromas set up a lively, fresh palate that boasts tomato, raspberry, plum and herb flavors. It shows good energy and balance throughout, with a forward attitude and a spicy, solid finish.",Spain,Tempranillo
"Among Cavas, this is one of the more yeasty, full-bodied and creamy wines you'll find; it's also cidery, dusty and heavy on the nose. Round, it offers plenty of depth to frame the flavors of candied peach, melon, pear, tarragon and thyme. Although it's a bit foamy and coarse, overall this is a flavorful, complex, demanding Cava to drink now–2015.",Spain,Sparkling Blend
"This opens with balsamic, briary aromas that include herb, olive and greenness. It wine feels big, full and generally well balanced, with roasted flavors of earth and herbal berry that reflect the bouquet. Tobacco, coffee and leather components drive the finish.",Spain,Tempranillo Blend
"This opens with big aromas of black fruit compote, molasses and maple. It feels tannic and grabby, with notes of black cherry, dark plum and vanilla controlling the flavor profile. It finishes big, tight and chalky, due to tannic residue. Powerful and composed, drink now–2016.",Spain,Tempranillo
"Here's yet another impressive Garnacha-based wine from the traveling Scotsman Norrel Robertson. There's a black-fruit component that's aided by dried oregano, thyme and briar. The mouth, however, is juicy and ripe, with Syrah-influenced flavors of spice and herbs de Provence. Finishes with licorice, pepper and perfect size. The best wine in Robertson's portfolio.",Spain,Red Blend
"Good berry aromas come with a hint of spice. It feels peppy and high toned, with a zesty, quick rush of black cherry and plum flavors. It finishes in a flash, leaving little in its wake.",Spain,Tempranillo
"Thick and pasty smelling, this has roasted berry scents that are slightly leathery. It's scratchy and mildly astringent on the palate, tasting minty and dry, with a mild fruit content. The finish is chunky and resiny.",Spain,Tempranillo
"Years ago Rívola was one of Spain's standout value wines; but over time it has devolved. This version is mulchy and muddled, with heavy roasted fruit and red pepper aromas. The palate is grabby, rubbery and roasted, and raisiny notes work their way onto the flavor profile and finish.",Spain,Red Blend
"Creamy and confected on the nose, which is proof of the “roble” designation. The palate is rather narrow and acidic, with semi-sour flavors of berry and cherry. Cleansing and tart; decent but doesn't go beyond that.",Spain,Tempranillo
"Smells like bath soap, then turns grassy and burnt. Tannic and medicinal in the mouth, although better as it airs out. Tastes and feels overdone and super sweet.",Spain,Garnacha
"Decent mass-produced Ribera del Duero. Strawberry and raspberry aromas lean you in the red fruit direction, and the palate is scouring, acidic and full of cherry fruit. Fresh on the finish and hard, but at least it doesn't have off flavors.",Spain,Tempranillo
"Austere, green aromas are about as much as one can pull from the nose, while the palate is fresh and acidic, but lean. Flavors of lime, citrus and pith are zesty at first but pithy later on. Dull and strained, but not bad for Chardonnay from central Spain.",Spain,Chardonnay
